Device,Time,Alert,Lat/Lng,Address,Driver(s),Speed (mph)
Ricardo (NEW),01/15/2025 11:35:26 AM,Engine Idle,"38.464889°, -122.655838°","5150 Hwy 12, Santa Rosa, CA 95409, USA",N/A,0.0
Ricardo (NEW),01/15/2025 12:15:41 PM,Engine Idle,"38.464954°, -122.639030°","5780 Marsh Hawk Dr, Santa Rosa, CA 95409, USA",N/A,0.0
Ricardo (NEW),01/16/2025 08:20:20 AM,Engine Idle,"38.342705°, -122.715385°","466 Primero Ct, Cotati, CA 94931, USA",N/A,0.0
Ricardo (NEW),01/16/2025 01:24:36 PM,Engine Idle,"38.313263°, -122.310905°","1152 La Pintura Ln, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),01/16/2025 02:10:48 PM,Engine Idle,"38.315113°, -122.301277°","1528 Pueblo Ave, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),01/17/2025 12:39:29 PM,Engine Idle,"38.329044°, -122.522552°","2343 Sobre Vista Rd, Sonoma, CA 95476, USA",N/A,0.0
Ricardo (NEW),01/17/2025 01:06:42 PM,Engine Idle,"38.304535°, -122.494011°","844 Craig Ave, Sonoma, CA 95476, USA",N/A,0.0
Ricardo (NEW),01/17/2025 03:44:31 PM,Harsh Braking,"38.283695°, -122.715576°","725 Pepper Rd, Petaluma, CA 94952, USA",N/A,8.3
Ricardo (NEW),01/22/2025 09:12:03 AM,Engine Idle,"38.433315°, -122.683250°","1501 Neotomas Ave, Santa Rosa, CA 95405, USA",N/A,0.0
Ricardo (NEW),01/22/2025 02:44:09 PM,Engine Idle,"38.426060°, -122.762733°","945 Doubles Dr, Santa Rosa, CA 95407, USA",N/A,0.0
Ricardo (NEW),01/22/2025 04:48:47 PM,Engine Idle,"38.344200°, -122.718567°","92 Ronda St, Rohnert Park, CA 94928, USA",N/A,0.0
Ricardo (NEW),01/24/2025 03:54:45 PM,Engine Idle,"38.235004°, -122.644859°","212 Keokuk St, Petaluma, CA 94952, USA",N/A,0.0
Ricardo (NEW),02/03/2025 02:28:01 PM,Engine Idle,"38.222969°, -122.638084°","1112 G St, Petaluma, CA 94952, USA",N/A,0.0
Ricardo (NEW),02/04/2025 12:33:29 PM,Engine Idle,"38.315273°, -122.329162°","2603 Hidden Valley Ln, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/06/2025 09:29:17 AM,Engine Idle,"38.320980°, -122.297905°","3214 Main St, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/06/2025 11:28:31 AM,Engine Idle,"38.300857°, -122.238296°","1142 3rd Ave, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/06/2025 06:05:32 PM,After Hours,"38.277874°, -122.324943°","4135 Old Sonoma Rd, Napa, CA 94559, USA",N/A,45.6
Ricardo (NEW),02/06/2025 06:24:18 PM,After Hours,"38.260548°, -122.483574°","221 S Temelec Cir, Sonoma, CA 95476, USA",N/A,14.0
Ricardo (NEW),02/06/2025 06:42:54 PM,After Hours,"38.299820°, -122.670669°","100 Adobe Rd, Penngrove, CA 94951, USA",N/A,36.4
Ricardo (NEW),02/07/2025 11:07:24 AM,Engine Idle,"38.226406°, -122.638733°","15 Batchelor Ter, Petaluma, CA 94952, USA",N/A,0.0
Ricardo (NEW),02/07/2025 01:59:52 PM,Engine Idle,"38.231506°, -122.636596°","222 4th St, Petaluma, CA 94952, USA",N/A,0.0
Ricardo (NEW),02/10/2025 10:22:43 AM,Engine Idle,"38.273392°, -122.633247°","906 Mustang Ct, Petaluma, CA 94954, USA",N/A,0.0
Ricardo (NEW),02/10/2025 10:52:28 AM,Engine Idle,"38.268391°, -122.639282°","838 Chardonnay Cir, Petaluma, CA 94954, USA",N/A,0.0
Ricardo (NEW),02/10/2025 11:58:01 AM,Engine Idle,"38.231445°, -122.636215°","301 4th St, Petaluma, CA 94952, USA",N/A,0.0
Ricardo (NEW),02/10/2025 12:24:31 PM,Engine Idle,"38.227863°, -122.635132°","614 G St, Petaluma, CA 94952, USA",N/A,0.0
Ricardo (NEW),02/10/2025 01:17:13 PM,Engine Idle,"38.243179°, -122.629486°","209 Johnson Dr, Petaluma, CA 94952, USA",N/A,0.0
Ricardo (NEW),02/11/2025 07:42:34 AM,After Hours,"38.343609°, -122.718559°","80 Ronda St, Rohnert Park, CA 94928, USA",N/A,11.8
Ricardo (NEW),02/11/2025 09:05:09 AM,Engine Idle,"38.315342°, -122.287475°","748 Joseph Ct, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/11/2025 09:22:26 AM,Engine Idle,"38.321541°, -122.305832°","1715 Trancas St, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/11/2025 09:54:02 AM,Engine Idle,"38.329166°, -122.327316°","4149 Linda Vista Ave, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/11/2025 12:33:01 PM,Engine Idle,"38.320068°, -122.310470°","3383 Solano Ave, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/12/2025 12:54:22 PM,Engine Idle,"38.218944°, -122.630829°","5 Lone Oak Ct, Petaluma, CA 94952, USA",N/A,0.0
Ricardo (NEW),02/12/2025 06:14:07 PM,After Hours,"38.249164°, -122.625946°","94 N McDowell Blvd, Petaluma, CA 94954, USA",N/A,14.3
Ricardo (NEW),02/13/2025 10:42:33 AM,Engine Idle,"38.339241°, -122.304169°","1050 El Centro Ave, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/13/2025 01:56:20 PM,Engine Idle,"38.315334°, -122.287239°","735 Joseph Ct, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/14/2025 03:33:05 PM,Engine Idle,"38.328602°, -122.682152°","1401 Magnolia Ave, Rohnert Park, CA 94928, USA",N/A,1.3
Ricardo (NEW),02/17/2025 10:32:55 AM,Harsh Cornering,"38.282753°, -122.300789°","766 S Freeway Dr, Napa, CA 94558, USA",N/A,30.4
Ricardo (NEW),02/17/2025 10:32:59 AM,Harsh Cornering,"38.282188°, -122.300567°","CA 29, Napa, CA 94558, USA",N/A,35.4
Ricardo (NEW),02/17/2025 12:26:58 PM,Engine Idle,"38.326946°, -122.488922°","16885 Hwy 12, Sonoma, CA 95476, USA",N/A,0.0
Ricardo (NEW),02/17/2025 01:38:59 PM,Harsh Cornering,"38.272465°, -122.670189°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,37.4
Ricardo (NEW),02/18/2025 12:59:09 PM,Engine Idle,"38.327419°, -122.312652°","1912 Sierra Ave, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/19/2025 10:18:03 AM,Engine Idle,"38.356739°, -122.693756°","5620 Country Club Dr, Rohnert Park, CA 94928, USA",N/A,0.0
Ricardo (NEW),02/19/2025 10:44:21 AM,Engine Idle,"38.359680°, -122.693939°","5290 Country Club Dr, Rohnert Park, CA 94928, USA",N/A,0.0
Ricardo (NEW),02/20/2025 11:57:27 AM,Engine Idle,"38.283386°, -122.268051°","1107 Holmes Ave, Napa, CA 94559, USA",N/A,0.0
Ricardo (NEW),02/20/2025 12:48:14 PM,Engine Idle,"38.297790°, -122.314400°","3134 Laurel St, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/20/2025 01:23:20 PM,Harsh Cornering,"38.355694°, -122.211532°","2990 Monticello Rd, Napa, CA 94558, USA",N/A,26.7
Ricardo (NEW),02/20/2025 01:51:46 PM,Harsh Cornering,"38.540405°, -122.236893°","5100 Berryessa Knoxville Rd, Napa, CA 94558, USA",N/A,49.5
Ricardo (NEW),02/20/2025 01:55:43 PM,Harsh Cornering,"38.577740°, -122.249741°","5592 Berryessa Knoxville Rd, Napa, CA 94558, USA",N/A,40.9
Ricardo (NEW),02/20/2025 03:29:39 PM,Harsh Cornering,"38.611614°, -122.430260°","1760 Howell Mountain Rd, Angwin, CA 94508, USA",N/A,30.5
Ricardo (NEW),02/20/2025 03:30:08 PM,Harsh Cornering,"38.609997°, -122.431022°","1959 Howell Mountain Rd, Angwin, CA 94508, USA",N/A,23.6
Ricardo (NEW),02/24/2025 12:32:35 PM,Engine Idle,"38.487251°, -122.722641°","4210 Thomas Lake Harris Dr, Santa Rosa, CA 95403, USA",N/A,0.0
Ricardo (NEW),02/25/2025 01:15:07 PM,Engine Idle,"38.324661°, -122.287437°","699 Trancas St, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/25/2025 03:50:32 PM,Engine Idle,"38.337665°, -122.306160°","4006 Heather Ln, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/25/2025 06:05:29 PM,After Hours,"38.244362°, -122.466011°","22275 Arnold Dr, Sonoma, CA 95476, USA",N/A,50.1
Ricardo (NEW),02/25/2025 06:15:08 PM,After Hours,"38.251881°, -122.578804°","2455 Frates Rd, Petaluma, CA 94954, USA",N/A,26.4
Ricardo (NEW),02/27/2025 07:57:02 AM,Engine Idle,"38.344204°, -122.718475°","92 Ronda St, Rohnert Park, CA 94928, USA",N/A,0.0
Ricardo (NEW),02/27/2025 08:52:41 AM,After Hours,"38.344845°, -122.714477°","6600 Redwood Dr, Rohnert Park, CA 94928, USA",N/A,17.7
Ricardo (NEW),02/27/2025 09:31:47 AM,Engine Idle,"38.319599°, -122.297493°","3032 Main St, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),02/27/2025 02:17:25 PM,Engine Idle,"38.283455°, -122.268051°","1102 Holmes Ave, Napa, CA 94559, USA",N/A,0.0
Ricardo (NEW),02/27/2025 06:09:04 PM,After Hours,"38.247459°, -122.627029°","1305 McNeil Ave, Petaluma, CA 94954, USA",N/A,16.9
Ricardo (NEW),03/03/2025 11:04:55 AM,Engine Idle,"38.421875°, -122.732521°","1114 Candlestick Ave, Santa Rosa, CA 95407, USA",N/A,0.0
Ricardo (NEW),03/03/2025 12:39:14 PM,Engine Idle,"38.477360°, -122.655166°","137 Coronado Cir, Santa Rosa, CA 95409, USA",N/A,0.0
Ricardo (NEW),03/03/2025 04:35:36 PM,Engine Idle,"38.344112°, -122.718574°","88 Ronda St, Rohnert Park, CA 94928, USA",N/A,0.0
Ricardo (NEW),03/04/2025 10:21:11 AM,Engine Idle,"38.313019°, -122.301483°","1550 Menlo Ave, Napa, CA 94558, USA",N/A,0.0
Ricardo (NEW),03/04/2025 11:50:41 AM,Engine Idle,"38.288235°, -122.280510°","757 Vista Tulocay Ln, Napa, CA 94559, USA",N/A,0.0
Ricardo (NEW),03/06/2025 07:38:50 AM,After Hours,"38.320793°, -122.701813°","8682 Old Redwood Hwy, Cotati, CA 94931, USA",N/A,37.8
Ricardo (NEW),03/06/2025 08:50:17 AM,Engine Idle,"38.283462°, -122.268051°","1102 Holmes Ave, Napa, CA 94559, USA",N/A,0.0
Ricardo (NEW),03/06/2025 03:41:01 PM,Engine Idle,"38.301296°, -122.491005°","860 Arbor Ave, Sonoma, CA 95476, USA",N/A,0.0
Ricardo (NEW),03/07/2025 07:42:01 AM,After Hours,"38.328289°, -122.708000°","8005 Old Redwood Hwy, Cotati, CA 94931, USA",N/A,18.5
Ricardo (NEW),03/07/2025 07:51:26 AM,After Hours,"38.283367°, -122.634842°","1570 Adobe Rd, Petaluma, CA 94954, USA",N/A,55.7
Ricardo (NEW),03/07/2025 07:56:10 AM,After Hours,"38.251640°, -122.578308°","2455 Frates Rd, Petaluma, CA 94954, USA",N/A,15.5
Ricardo (NEW),03/10/2025 11:08:14 AM,Engine Idle,"38.453644°, -122.760643°","2304 Fairbanks Dr, Santa Rosa, CA 95403, USA",N/A,0.0
Ricardo (NEW),03/10/2025 12:57:12 PM,Engine Idle,"38.468700°, -122.712311°","3031 Terra Linda Dr, Santa Rosa, CA 95404, USA",N/A,0.0
Ricardo (NEW),03/10/2025 05:43:44 PM,Engine Idle,"38.344196°, -122.718506°","92 Ronda St, Rohnert Park, CA 94928, USA",N/A,0.0
Ricardo (NEW),03/11/2025 12:30:27 PM,Engine Idle,"38.305611°, -122.274200°","12 Spring St, Napa, CA 94559, USA",N/A,0.0
Ricardo (NEW),03/11/2025 01:48:44 PM,Engine Idle,"38.276028°, -122.454994°","1362 Larkin Dr, Sonoma, CA 95476, USA",N/A,0.0
Ricardo (NEW),03/12/2025 01:05:40 PM,Engine Idle,"38.478260°, -122.656349°","5165 Parkhurst Dr, Santa Rosa, CA 95409, USA",N/A,0.0
Ricardo (NEW),03/12/2025 08:46:16 PM,After Hours,"38.342605°, -122.715309°","466 Primero Ct, Cotati, CA 94931, USA",N/A,7.1
Ricardo (NEW),03/13/2025 06:41:23 PM,Engine Idle,"38.344173°, -122.718460°","90 Ronda St, Rohnert Park, CA 94928, USA",N/A,0.0
Sean,01/03/2025 02:31:14 PM,Fast Acceleration,"38.336611°, -122.666822°","6698 Petaluma Hill Rd, Santa Rosa, CA 95404, USA",N/A,41.7
Sean,01/08/2025 09:38:03 AM,Fast Acceleration,"38.348535°, -122.708672°","6290 Commerce Blvd, Rohnert Park, CA 94928, USA",N/A,36.4
Sean,01/14/2025 11:29:11 AM,Fast Acceleration,"38.235761°, -122.602909°","1316 S McDowell Blvd, Petaluma, CA 94954, USA",N/A,41.1
Sean,01/22/2025 03:31:41 PM,Harsh Cornering,"38.272290°, -122.669986°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,34.4
Sean,01/24/2025 08:07:02 AM,Harsh Braking,"38.348405°, -122.716676°","6298 Redwood Dr, Rohnert Park, CA 94928, USA",N/A,0.0
Sean,01/29/2025 01:29:43 PM,Harsh Braking,"38.270905°, -122.644493°","1701 Burgundy Ct, Petaluma, CA 94954, USA",N/A,11.5
Sean,01/30/2025 12:12:15 PM,Harsh Cornering,"38.247147°, -122.627924°","US-101, Petaluma, CA 94954, USA",N/A,47.4
Sean,02/07/2025 09:36:11 AM,Fast Acceleration,"38.283600°, -122.667072°","79 Ely Rd, Petaluma, CA 94954, USA",N/A,35.0
Sean,02/17/2025 11:01:02 AM,Harsh Cornering,"38.234334°, -122.617201°","1105 Baywood Dr, Petaluma, CA 94954, USA",N/A,31.9
Sean,02/18/2025 02:03:12 PM,Harsh Cornering,"38.272558°, -122.670407°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,46.1
Sean,02/19/2025 02:20:36 PM,Harsh Cornering,"38.234172°, -122.617182°","1105 Baywood Dr, Petaluma, CA 94954, USA",N/A,32.1
Sean,02/21/2025 03:38:29 PM,Harsh Braking,"38.362363°, -122.707514°","180 Golf Course Dr, Rohnert Park, CA 94928, USA",N/A,0.0
Sean,02/28/2025 01:09:13 PM,Harsh Cornering,"38.234783°, -122.617257°","918 Cedarwood Ln, Petaluma, CA 94954, USA",N/A,29.9
Sean,03/04/2025 07:57:55 AM,After Hours,"38.367782°, -122.682940°","1368 Graymill Ct, Rohnert Park, CA 94928, USA",N/A,6.1
Shane,01/02/2025 12:45:35 PM,Engine Idle,"38.610991°, -122.860188°","556 Matheson St, Healdsburg, CA 95448, USA",N/A,0.0
Shane,01/03/2025 10:30:37 AM,Engine Idle,"38.452793°, -122.709255°","1334 Wright St, Santa Rosa, CA 95404, USA",N/A,0.0
Shane,01/03/2025 11:56:41 AM,Engine Idle,"38.609593°, -122.866039°","307 Tucker St, Healdsburg, CA 95448, USA",N/A,0.0
Shane,01/03/2025 01:49:27 PM,Harsh Cornering,"38.511866°, -122.776825°","US 101, Windsor, CA 95492, USA",N/A,35.2
Shane,01/06/2025 01:35:48 PM,Engine Idle,"38.435084°, -122.744087°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/08/2025 01:19:42 PM,Engine Idle,"38.599741°, -122.855304°","13505 Healdsburg Ave, Healdsburg, CA 95448, USA",N/A,0.0
Shane,01/08/2025 01:49:43 PM,Engine Idle,"38.609586°, -122.865958°","314 Tucker St, Healdsburg, CA 95448, USA",N/A,0.0
Shane,01/09/2025 09:46:18 AM,Engine Idle,"38.435097°, -122.744085°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/09/2025 12:07:29 PM,Engine Idle,"38.434048°, -122.686916°","1440 Townview Ln, Santa Rosa, CA 95405, USA",N/A,0.0
Shane,01/09/2025 12:59:32 PM,Engine Idle,"38.434990°, -122.672444°","3741 Sacramento Ave, Santa Rosa, CA 95405, USA",N/A,0.0
Shane,01/10/2025 09:54:49 AM,Engine Idle,"38.435062°, -122.744072°","366 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/10/2025 04:38:50 PM,Engine Idle,"38.561560°, -122.741698°","8373 Singing Hills Trl, Santa Rosa, CA 95404, USA",N/A,0.0
Shane,01/13/2025 02:09:20 PM,Engine Idle,"38.435104°, -122.744092°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/14/2025 09:37:17 AM,Engine Idle,"38.435101°, -122.744094°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/14/2025 12:06:46 PM,Engine Idle,"38.453882°, -122.714461°","1233 Humboldt St, Santa Rosa, CA 95404, USA",N/A,0.0
Shane,01/14/2025 12:56:11 PM,Harsh Cornering,"38.420848°, -122.716673°","1840 Corby Ave, Santa Rosa, CA 95407, USA",N/A,21.7
Shane,01/14/2025 01:53:52 PM,Engine Idle,"38.435077°, -122.744075°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/15/2025 09:49:10 AM,Harsh Cornering,"38.348230°, -122.712840°","US 101, Rohnert Park, CA 94928, USA",N/A,41.7
Shane,01/15/2025 12:47:53 PM,Engine Idle,"38.626479°, -122.875408°","177 Dry Creek Rd, Healdsburg, CA 95448, USA",N/A,0.0
Shane,01/15/2025 01:30:12 PM,Engine Idle,"38.561527°, -122.817188°","9940 Marcella Ln, Windsor, CA 95492, USA",N/A,0.0
Shane,01/16/2025 09:33:10 AM,Engine Idle,"38.435120°, -122.744073°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/17/2025 09:32:48 AM,Engine Idle,"38.435130°, -122.744103°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/20/2025 11:26:54 AM,Harsh Cornering,"38.511814°, -122.776693°","US-101, Windsor, CA 95492, USA",N/A,39.1
Shane,01/20/2025 11:45:43 AM,Engine Idle,"38.479194°, -122.734737°","3795 Cleveland Ave, Santa Rosa, CA 95403, USA",N/A,0.0
Shane,01/20/2025 01:21:12 PM,Engine Idle,"38.527287°, -122.787558°","6450 Hembree Ln, Windsor, CA 95492, USA",N/A,0.0
Shane,01/21/2025 11:04:02 AM,Harsh Cornering,"38.535792°, -122.869058°","6025 Westside Rd, Healdsburg, CA 95448, USA",N/A,37.3
Shane,01/22/2025 10:00:24 AM,Engine Idle,"38.435109°, -122.744094°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/22/2025 11:11:07 AM,Harsh Cornering,"38.412993°, -122.651739°","5050 Bennett Valley Rd, Santa Rosa, CA 95404, USA",N/A,45.3
Shane,01/22/2025 11:58:31 AM,Harsh Cornering,"38.348385°, -122.712832°","US 101, Rohnert Park, CA 94928, USA",N/A,42.6
Shane,01/23/2025 09:23:17 AM,Engine Idle,"38.435135°, -122.744199°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/23/2025 12:33:55 PM,Harsh Braking,"38.441741°, -122.747293°","65 Stony Point Rd, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/23/2025 03:05:51 PM,Engine Idle,"38.554500°, -122.837166°","9903 Old Camp Ln, Windsor, CA 95492, USA",N/A,0.0
Shane,01/24/2025 10:27:49 AM,Harsh Cornering,"38.420766°, -122.716459°","1840 Corby Ave, Santa Rosa, CA 95407, USA",N/A,24.0
Shane,01/24/2025 11:02:07 AM,Engine Idle,"38.422633°, -122.710394°","1581 La Esplanada Pl, Santa Rosa, CA 95404, USA",N/A,0.0
Shane,01/24/2025 11:56:47 AM,Engine Idle,"38.464279°, -122.637966°","1480 Snowy Egret Dr, Santa Rosa, CA 95409, USA",N/A,0.0
Shane,01/24/2025 12:29:43 PM,Engine Idle,"38.456656°, -122.627893°","5875 Hwy 12, Santa Rosa, CA 95409, USA",N/A,0.0
Shane,01/25/2025 11:49:35 AM,Engine Idle,"38.435107°, -122.744097°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,01/27/2025 09:51:35 PM,After Hours,"38.362213°, -122.712046°","5112 Commerce Blvd, Rohnert Park, CA 94928, USA",N/A,15.2
Shane,02/03/2025 07:57:18 AM,After Hours,"38.380137°, -122.741547°","4090 Stony Point Rd, Santa Rosa, CA 95407, USA",N/A,45.9
Shane,02/05/2025 07:58:00 AM,Engine Idle,"38.435113°, -122.744085°","358 Brockhurst Dr, Santa Rosa, CA 95401, USA",N/A,0.0
Shane,02/05/2025 06:08:44 PM,After Hours,"38.372378°, -122.741443°","4350 Stony Point Rd, Santa Rosa, CA 95407, USA",N/A,42.9
Shane,02/18/2025 01:49:26 PM,Engine Idle,"38.532722°, -122.800117°","700 Mitchell Ln, Windsor, CA 95492, USA",N/A,0.0
Shane,02/18/2025 03:21:34 PM,Engine Idle,"38.618800°, -122.867201°","734 Fitch St, Healdsburg, CA 95448, USA",N/A,0.0
Shane,02/25/2025 06:07:05 PM,After Hours,"38.485471°, -122.699743°","3652 Bellagio Ct, Santa Rosa, CA 95404, USA",N/A,5.1
Shane,02/26/2025 07:33:21 PM,After Hours,"38.369062°, -122.715730°","4619 Redwood Dr, Rohnert Park, CA 94928, USA",N/A,7.9
Shane,03/04/2025 07:31:01 AM,After Hours,"38.437102°, -122.744447°","1720 Glenbrook Dr, Santa Rosa, CA 95401, USA",N/A,12.3
Shane,03/07/2025 07:01:37 PM,After Hours,"38.342658°, -122.715345°","466 Primero Ct, Cotati, CA 94931, USA",N/A,5.3
